tweet
"@SuaveeRito @BatmanBoxing Mayweatger was chasing the Olympics Canelo fights taxi drivers for fake belts and fake wins that’s why all his fans say he was a amateur when he was a 23yr world champ his belts are fake"
"Urge the maker of #TeamCanada's Olympic outfits &amp; #blissfeel runners to stop using coal power to make the products. Send a message to @lululemon to ditch coal and invest in renewable power in its manufacturing. @standearth #lulucoal   https://t.co/diXsCc5z8X"
"@dying_democracy @SebGorka So now, the women in jails, that have been raped/made pregnant by Transwomen in women's jails - are going to have to keep the kids? Looking forward to some Olympic grade mental gymnastics from those that supported the erosion of women's rights, by allowing men into women's jail.."
"the way nctzens are hyping met gala like it's the Olympics, it makes zero sense why they're invested in bts &amp; armys the same day like ???"
"@PRND23L @MzRita7 Why you dey fok for 5 hours? Na Olympics?"
"Congratulations to OnePlan who have been named a partner to the Organising Committee for the #Olympic and #ParalympicGames #Paris2024. Paul Foster (CEO &amp; founder of OnePlan) is contributing to our #MSc this year. Download our MSc brochure here:  https://t.co/38eQnfESfw #eventprofs  https://t.co/TCbXGK2HEP"
"Last summer, the Bidens hosted a virtual celebration for Team USA from 2020's Tokyo Olympics from their home in Delaware. The president said then that he'd like to host the team at the White House.  https://t.co/RsqXbElW0T"
"The president and first lady Jill Biden will host Olympians from the Tokyo 2020 Summer Olympic and Paralympic Games and Beijing 2022 Winter Olympic and Paralympic Games, on the South Lawn.  https://t.co/lBqHsgb4MD"
"@Scaramucci @FIFAcom @FIFAWorldCup @fifamedia @Algorand @Olympics next 👀 #dontstop #JustDoIt #Algorand"
"The #ProLife hastag is what you need to follow if you want a theology lesson from people who think ""theology"" is ""the study of the use of definite articles"".  Also, Olympic-level logic leaps and every worn-out ""if you claim you're prolife you should..."" argument under the sun."
"@Nickyschwenzer @IMDibe @washingtonpost Cool! when you invaded iraq, vietna, afghanistan, dissimulating, destroying, raping, bombing towns and cities, I never saw any federation ask for a ban on cups, olympics, etc.... ""if it's worth one, it's worth it for all"" hypocrisy!"
"BPL🇧🇮 #Matchday28 #Fixtures  @VitaloFCOffici1 is travelling to Les Crocos, Rukinzo FC hosts @aiglenoircs at stade URUNANI, Olympic Star faces Flambeau du Centre at stade UMUCO,  Here are the #FixturesOfTheWeek  [@BurundiFF ]  https://t.co/M5OvpH3sCg"
"With two decades of marketing and advertising experience, we can't wait to welcome award winning marketer, speaker, and two-time Olympic Trials qualifier, @tyrona. Get your ticket &amp; join us on the 29th of July:  https//imcconference.com #NedbankIMC2022  https://t.co/qnoRG4Y5Jd"
"@hellomotorbike The self righteousness, intolerance of any other way of thinking, the need to make others conform. The straight wackiness of some of their ideas I can live with. Just don't act all upset if I don't agree that transgender women should compete in the Olympics etc."
"From the devil's porridge to the Shropshire Olympics, the worlds of Britain's village museums make a delightfully dotty focus for a walk.  Join @dixewills for a shufti inside 10 of the most curious, all in cracking walking country, with our May issue👇  https://t.co/14EFgHDUWT  https://t.co/nNFG8uITSa"
"media more concerned that Annastacia's husband attended an Olympic planning meeting and not the 800+ dead since January"
"💥 Third podium in four weeks for Jack Woolley 🙌  It’s been a busy April for our first ever #TeamIreland Taekwondo Olympian:  🥈 Swedish Open - narrowly pipped by the reigning Olympic Champion  🥉Rio Open   🥈Spanish Open  Qualifying journey for #Paris2024 has begun ✅  https://t.co/1Iok5ikgCy"
"@cr0b1n One took and passed a difficult entrance exams and graduated without ever interrupting his prof skating career.  The other admitted getting in through athletic merits only (no exams) and had to take a break to focus on the Olympics, which he flopped badly. Amirite?"
"Vrumble is a video chat and live-streaming, card battling, #esports gameshow platform... for NFTs. We envision it as the Olympic Games of NFTs where anyone can ‘Anoint’ their NFTs from any blockchain and battle in minigames, tourneys, &amp; win crypto prizes!  https://t.co/FzvytV5oXY  https://t.co/whVwxst6ju"
"@fesshole During the 2008 Olympics, I wrote a BaSH script to pull the live Olympic news updates onto my terminal window formatted to look like it was code.  It looked like I was working hard, when in fact I’d automated my entire job with shell scripts weeks prior."
"@igwejimmiri @mindofb1 @jedigoodman But who won GOLD and is going to become a global star out of the 2020 GB Olympics team tho? Yeah he just boxed on Saturday on a Matchroom card in the MECCA of boxing! Gtfoh!"
"The Premier has made a shock apology for bringing her partner along to a milestone Olympics meeting over the weekend, calling the gathering 'informal'. @TimArvier9 #9News  https://t.co/oGRRjOmyqt"
"I hate Mario and sonic at the London 2012 Olympic Games"
"@igwejimmiri @mindofb1 @jedigoodman Man! 🤦🏾‍♂️ I said the last Olympics  And clearly you don't really know much about boxing, some of your opinions/arguments sounds like they are from a third party sources.  AJ was top of his class in the Olympics and the only sell-able boxer, Luke Campbell was also a gold med in 2012"
"今、楽天市場でおすすめしたいメンズ腕時計は……    ✔️【中古】OMEGA “オメガ” Seamaster Planet Ocean Chrono Olympic Timeless Collection シーマスター プラネットオー…  🏠FIVE MALL 価格：275,000円  [2022/05/03 15:51]  https://t.co/cmqDjOLp5X"
"Obstacle course race set to replace equestrian in modern pentathlon at Olympics  https://t.co/E8jVbThVpR"
"@FrankKhalidUK @papilokanu 1996 Olympics and 1994 AFCON"
"T&amp;T Olympic Committee elects first female president  https://t.co/2cs0GkONc3"
"Olympic Airways 💛  📹 charlouise47  https://t.co/SAxRthGMEk  https://t.co/I7xaBfDO5h"
"@OseiBonsuEdmun1 None raising alarm, I was awed by his goal against Great Olympics, that was puska award goal. Same player scored four goals , give us highlights to watch, is that too Kotoko fans asking too much? Kotoko want to sign him but we want to enjoy goals of our incoming player"
"கேலோ இந்தியா விளையாட்டு போட்டி: 200 மீட்டர் ஓட்டத்தில் தங்கம் வென்றார் பிரியா மோகன்  CLICK HERE FULL NEWS:  https://t.co/iHaL2C55rb  #ulloornews   #sports #Olympics #Bangalore #universitychallenge #student #Students #RancakRaya #news #NewsUpdate #like #FolloForFolloBack  https://t.co/YKAxTiE2Of"
"@ahmedampere @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ"
"Now we know where is the Soviet Bear of the Olympics 1980. In a Turkish hotel 😉😄"
"@MountainPeaks3 @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ"
"@5DoMon9_on5OR1 @ayadayo0114 The world of badminton in the Beijing Olympic Games: The interpretation is perfect, bringing courage to many people. Don't be afraid of falling down. Stand up bravely and run to the sun!"
"@IMDibe @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ"
"@RobHarris I love football and lots of sports, but this winter I will do something else than watching TV, like I do during last olympic games. We have to punish them to be at this point cynical. They disgust me to watch my favorite sport...  https://t.co/S4uOF9vuDd"
"@PAWANAG06251991 @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ"
"@washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ"
"@KarmSumal Ive also found it weird there never installed Olympic Rings in that area (like the ones at Whistler)."
"@qamin_zana It’s not police brutality Olympics, it’s how our family members get treated. Yerevans police is acting like Baku’s police right now. Taking the right to protest, very concerning. So instead of deflecting by saying “naxkins” we focus on how"
"Now it seems obvious that the Trump administration selected Justices in the corrupt way the IOC picks cities to host the Olympics."
"This is elite mindset. I said this when people laughed at Shakur Stevenson for crying hysterically after the olympics too. Imagine how much it hurt &amp;how desperate he was to win, in order to react like that. That's the drive of a guy that can become a legend #ValdezStevenson"
"The WNBA, NBA and USA Basketball have had another ally in their efforts on Brittney Griner's behalf: the U.S. Olympic &amp; Paralympic Committee.  The basketball star was detained in Russia on an allegation of carrying cannabis oil in her luggage.  https://t.co/sTyXR6EDMz"
"If chidiya udi is a game in Olympic then Ashutosh kashyap be like:  https://t.co/2vUzyoZwmA"
"Comment: Fisher shows Olympic class   https://t.co/hBs4EAHPal"
"Take the folks to the Olympic Peninsula for some stupendous meditating"
"Joel Embiid could play for France at 2024 Paris Olympics  https://t.co/SGvDs43hxb"
"@ECampbell360 @JanCBS This FBI?  Or the FBI that refused hunter videos laptop? Or the FBI that admitted that they lied to FISA?  The FBI that covered up Mike Flynn investigation lies.  The FBI that covered up sexual assault of Olympic athletes?  That FBI?   https://t.co/rYUNJ91tmn"
"If chidiya udi is a sports in Olympic then  Asutosh kashyap be like:  https://t.co/R4nPhNwqUK"
"man why do people try to bring in idols into their insecurity olympics. both of them are too hot and talented to give a shit."
"she cannonballed into mother lake and did synchronized swimming and won olympic gold and gargled the mother lake water and brushed her teeth with it and got baptized in it and parted the mother lake to let everyone through  https://t.co/bvOKD5T94n"
"In my opinion, the met gala misses a trick by not turning the event into a strictly come dancing / Olympic style system where a panel of judges score you as you walk in &amp; give catty comments when necessary"
"พลเอกประวิตร เปิดกิจกรรม ""เดิน-วิ่ง Olympic Day 2022"" ที่จังหวัดหนองคาย ฉลองวันโอลิมปิคสากล #ลุงป้อมใจดี #บิ๊กป้อม  #พลเอกประวิตร #งานที่ลุงป้อมทำ  https://t.co/eVkJ02HYuL"
"🎧: I’ll land a quadruple lutz and take the gold medal.   🦊: What are you, a player in the Olympics?"
"Shout out to the Olympics and not be allowed to host the upcoming…."
"@hssjmcha Haha even at that tender age, Robert Prosinecki had already smoked enough Marlboros to fill an Olympic-sized swimming pool"
"@notcapnamerica Chris this is Olympics level of receipt getting. Whew.🔥"
"@itschaeiry Republicans out here overturning abortion rights and these MFers doing the oppression olympics."
"What about when they put their fist in the air as in The Olympics?"
"Rt 🥹🥹🥹 today is important day 😭 it’s 3000 day anniversary of #羽生結弦選手 first 🥇 at the sochi Olympics &amp; it’s the first of 2 golds he achieved for 🇯🇵 and feat as first Asian men to do this 😭 #ソチオリンピックから3000日目 #YuzuruHanyu𓃵 #YuzuruWeLoveYou  https://t.co/ggNwTuGka8"
"@Former_legend @fcttb_podcast @Liquorland #gam James ""bonnets"" Hooper for being a good medal olympic standard flog! If a friend and co worker ask you in a private conversation to not bring up a certain topic, then you do it, just to get a laugh, that makes you just top tier Balmain ale shit bloke! #nolicense #bigkent"
"@OldGenderQueer Yes. Humans are amazing creatures. We can multitask. We can handle the multiple issues that have been thrown at us at the same time. Stop playing oppression olympics. It all matters."
"frankly, eddie... you will never be olympic material."
"Checking your bank account after a 4 day weekend is an Olympic sport idc what anybody says"
"@yourheroatlas @KalinkaPavlova @CaptainB_Money @SidAlpha Oh definitely. They love trotting you out in the oppression olympics.   Then forgetting you after elections"
"The first Olympic Games with anthro animals."
"@JamesHarrisNow @technopopulist To all those who keep saying the Olympics: it was all secured, planned &amp; funded under Labour. Tories literally did nothing except try to claim the glory - and remember how every Tory politician who appeared at a 2012 venue was resounsingly booed ?"
"Denmark is at the top but not the USA. Plex is stretching so far, he should join the Olympics  https://t.co/tB28UNZjn4"
"This past Sunday at Sydney Olympic Park, Lisa Weightman recorded an incredible 31:20 finishing time in the 10km race whilst wearing the soon to be released METASPEED Sky+ shoes, and also broke the record for the fastest ever 10km run by a female on Australian soil!  https://t.co/vL1OBWlSY5"
"EXO performed at the closing ceremony of PyeongChang Olympics in 2018 as the honourary ambassadors of Korea.  https://t.co/0xBmauJ8Wo"
"it was like an olympic sport trying to get on the train and it’s just a sign that i’m not ready for today 🙃"
"ALP's Palachook made a ""mistake"" for taking her partner to an Olympic meeting and is ""sorry"".  Crook!"
"@blackfight_prom @mindofb1 @jedigoodman Anthony Joshua.  Still it took 2 Olympic cycles to find Joshua, he was the only fighter to emerge, and it's looking like the 2016 will miss entirely, too."
"@chadloder The guy who bombed the first lesbian bar I ever went to in Atlanta in the 90s also bombed an abortion clinic. And because nobody did a gotdam thing to catch him, he went on to bomb Olympic park."
"Ex-TT Olympic Committee president held strong views on equality  https://t.co/LOvghEdAFm  https://t.co/Z4PfgM4WAP"
"The Premier has made a shock apology for bringing her partner along to a milestone Olympics meeting over the weekend, calling the gathering 'informal'. @TimArvier9 #9News  https://t.co/i8d0PJEYW0"
"Today, I had the pleasure of welcoming two senior IOC executives to our Sunshine Coast as we discussed plans for the 2032 Olympic and Paralympic Games.  Christophe Dubi &amp; Pierre Ducrey visited the area to better understand our Games events, locations &amp; legacies  https://t.co/XUZcLZcqub"
"The International Skating Union (ISU) has proposed raising the minimum age for senior figure skating competitions to 17 from 15 before the 2026 Winter Olympics to help young athletes cope with the physical and psychological demands of the sport.  https://t.co/JRILXwm0KM"
"The Premier says she is ""sorry"" for taking her partner to an Olympic meeting in #Sydney, after facing major backlash.  The Opposition has branded the incident ""weird"", considering Paralympic and Indigenous representatives had not been invited. #9News MORE:  https://t.co/Y6PuTXrS3q  https://t.co/j6YZHdWBwM"
"@statmuse Olympic Gold Medalist."
"@LeoneVibes @SirBrownGuy @BUKYBADASS @mmacardcollect @ThaWeasle Plenty of space in street fight. Boxers can’t telegraph Olympic wrestling. You can get a takedown from any angle. Kicks land harder than punches."
"@DojaCat you made it sound like we was training for the Olympics, when are we going to do that?"
"Annastacia Palaszczuk invites boyfriend to Olympics meeting | Sky News Australia  https://t.co/ipkmsu7cyI"
"@thecentretunnel More beautiful than the London Olympic Stadium."
"Olympic great in push for new Sydney water polo pool  https://t.co/sHsGiBkXL0"
"this was their last dip in mother lake… but they made sure that swim was an olympic level synchronised swimming routine  https://t.co/jxbGxTW8Dn"
"@Kikiarcherbooks @amputeefootball @heatherofficial @ParalympicsGB @Marathonchamp as an Olympic Champion &amp; with everything you have achieved, I thought you’d be a great person to help 13 yr old Annabelle see that in time her dreams can be achieved."
"@chefjoseandres @RafaelNadal @DjokerNole @andy_murray @Wimbledon Hard disagree.Pro-athletes know this.These r athletes who haven't trained in Russia.They r representing themselves, not t. country, like the Olympics. Why penalize athletes who worked their hearts out,using the small amount of money to train at this level.  https://t.co/jjQ124cWaL"
"We only refer to him by his full title in our home. Olympic Gold Medalist JaVale McGee!!!"
"#FREE Learn to #speakEnglish better for audiences with our coaches! Wednesday May 4 our guest is #Olympic gymnast, #English Coach Jessica Tudos!  https://t.co/TFe0GzuDwK #LearnEnglish #BusinessEnglish #PublicSpeaking #ESL #TESOL #LangTwt #LangChat #bilingual #bilingue #ELT #TEFL"
"sana talaga gawing olympic sport ang mental gymnastics para laging may gold medal ang pinas  #Sambansa"
"@cr0b1n In the meantime there were quite a few of skaters that graduated while competing and/or preparing for the Olympics ... (but ofc, if it's not US, it doesn't count)."
"@cobbo3 @OlindPaul Nothing new here Paul. The Olympics, the World Cup is a cess pool of corruption and bribery. Platini, Blatter e.t al"
"Salt Lake, Sapporo head race to 2030 Olympics, and maybe ’34  https://t.co/dEilPi98XK"
"@danielwinlander Instead of trying to win the problem Olympics how about you put your issues aside and actually try to connect to another person and understand their perspective. That way you’ll gain someone who can listen to you as well. Of course, that’s probably impossible for you."
"Ring Chasing in the olympics, french fans tweet in french wondering what his connection to france even is. This is so shameful akhas, u never lived in france but u’d rather play for them instead of ur homeland? Y’all got Pascal, Koloko, Luc and Joel make a run!"
"@Nixam40032637 @AllMightyJoe_91 @ThaWeasle Jake Paul proves he can whip an Olympic wrestler and another at NCAA div 1.  Punches do hurt."
"Is this really a big deal? Lucky for Jenny, Scotty wasn't invited.  Queensland Premier Annastacia Palaszczuk apologises for partner Reza Adib's attendance at Brisbane Olympics meeting  https://t.co/ZwJlmdtPNK"
"@igwejimmiri @mindofb1 @jedigoodman Who was the most successful Team GB boxer(male or female) in the last Olympics and were is he/she signed to?"
"🏀Detlef Schrempf 1992 Olympic Games Spain - Germany 📽️ https://t.co/rwmHdUxVL1  https://t.co/MlNhdEwZUv"
"Implications of what’s happening in Ukraine goes beyond Russia and Europe!!! During Beijing olympics Russia and China quoted negative impact of US’s Indopacific strategy on stability in the region denouncing NATO expansion, AUKUS, QUAD and deploying IRBM in Europe. 🇨🇳 Backed 🇷🇺."
